Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,churn,spend,tenure,frequency,order_gap_days,complaint_score,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
26,Male,Single,Self Employeed,25001 to 50000,Graduate,3,12.9766,77.5993,560001,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Weekdays (Mon-Fri),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,I have no problem with the delivery service. I'm satisfied,0,37500,8,3,10.0,1,0.003782690486894842,0.2860320838001225,0.4513847791465163,0.0025876984723831368,0.34399666179497507,0.1765259765111955,0.5,LOW,Food
26,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,12.9635,77.5821,560002,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Yes,I love ordering from online as they have more varieties and discounts,0,37500,8,3,10.0,2,0.01599900519152954,-0.5243833411977772,0.5172094632392137,0.005798266017683026,0.1997865873786733,0.15437817667741435,0.2,LOW,Food
32,Male,Married,Employee,More than 50000,Ph.D,5,12.9635,77.5821,560002,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Very Important,Important,Moderately Important,Important,Important,Moderately Important,Very Important,Very Important,Yes,Online delivery requires much hygiene consciousness now than ever before   ,0,60000,14,5,15.0,2,0.35775627257213094,-0.018929345079054166,0.5052014331288834,0.003337113278722499,0.05393922145673959,0.14808420698517935,0.1,LOW,Food
24,Male,Married,Self Employeed,More than 50000,Ph.D,6,12.9635,77.5821,560002,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,No,"I had bad experiences with delivery person, they need to be polite when asking for location and avoid asking us to come to a particular location to get the food",1,60000,6,6,10.0,4,-0.04946662622562642,0.1397909892062954,0.4903397682204349,0.006723123063614299,0.6363491373899551,0.17534002025055542,99.4,HIGH,Food
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,12.9635,77.5821,560002,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,Yes,I'm satisfied with the delivery service,0,37500,9,3,10.0,2,0.05706131774485279,0.0655597392715806,0.29056939307885765,0.004048069694315319,0.4539335633261611,0.16790442211924814,0.9,LOW,Food
23,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Disagree,Agree,Agree,Agree,Agree,No,Important,Important,Moderately Important,Very Important,Very Important,Important,Important,Important,Yes,NIL,0,0,5,3,10.0,3,0.3889908673658685,0.4163224486760323,0.27940845919706914,0.009563763497300343,0.545151447054299,0.16213242257007135,0.2,LOW,Food
25,Male,Single,Student,No Income,Post Graduate,4,12.977,77.5773,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Yes,,0,0,7,4,10.0,2,-0.40662891629685527,0.23785809049442097,0.34525078022014066,0.004932096469083456,0.21297929357789844,0.06501511226529628,1.4,LOW,Food
23,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Disagree,Agree,Agree,Agree,Agree,No,Important,Important,Moderately Important,Very Important,Very Important,Important,Important,Important,Yes,NIL,0,0,5,3,10.0,3,-0.2419254598249243,0.36733040724319876,0.2717624110268586,0.0062440763250822574,0.3264108625695005,0.23391936871717742,4.3,LOW,Food
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil,0,0,5,4,15.0,4,-0.32797278242165745,-0.17534891289230378,0.4384245756449914,0.006261615848212359,0.38326762563178823,0.12069735426554648,1.4,LOW,Food
28,Male,Married,Employee,More than 50000,Post Graduate,3,13.0019,77.5713,560003,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,Important,Important,Slightly Important,Important,Important,Very Important,Important,Very Important,Yes,I'm satisfied with the current service of swiggy and zomato,0,60000,10,3,10.0,1,-0.1669429409467304,0.4591261633642193,0.5792496245643259,0.004724462083469829,0.5255356238530464,0.07860815618299165,1.4,LOW,Food
32,Female,Married,Employee,More than 50000,Graduate,1,13.0019,77.5713,560003,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Yes,Very Important,Important,Important,Very Important,Important,Moderately Important,Very Important,Very Important,No,I require faster delivery with minimum calls,1,60000,14,1,10.0,5,-0.7130058442668926,0.7515747790495966,0.4293330870444484,0.009801605970873248,0.7667931676739379,0.18665158574483892,99.9,HIGH,Food
23,Male,Single,Student,No Income,Post Graduate,2,13.0019,77.5713,560003,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Disagree,Disagree,Yes,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Yes,NIL,0,0,5,2,10.0,2,0.14054528404432126,-0.28805980786056506,0.3360272269683359,0.0013870372517316338,0.2006697871752893,0.19445482957496618,0.2,LOW,Food
19,Male,Single,Student,No Income,Graduate,2,13.0019,77.5713,560003,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,No,Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,No,I had bad experiences with the food delivered to me ,1,0,1,2,10.0,4,-0.366666809129632,-0.255078262285824,0.3086098479235141,0.007692975210458744,0.3297636096793547,0.11514538474656313,96.0,HIGH,Food
19,Female,Single,Student,No Income,Graduate,4,12.9537,77.6176,560047,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Agree,Agree,Disagree,Agree,Yes,Important,Important,Slightly Important,Slightly Important,Very Important,Important,Important,Important,Yes,nil,0,0,1,4,15.0,4,-0.49124188835079735,0.6343137345280931,0.6808157962830089,0.003379114999580052,0.16572991193656605,0.2146133611995381,0.1,LOW,Food
27,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.9698,77.75,560066,Food delivery apps, Walk-in,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Maybe,Anytime (Mon-Sun),30 minutes,Neutral,Disagree,Disagree,Neutral,Neutral,Yes,Important,Very Important,Slightly Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,No,Nil ,1,37500,9,2,10.0,4,-0.6046737243622624,0.023462405321975882,0.3777912838588453,0.0015475217515289346,0.3573106983896622,0.06767971643580377,99.2,HIGH,Food
25,Male,Single,Self Employeed,25001 to 50000,Graduate,3,12.998,77.6227,560005,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Important,Important,Important,Important,Yes,I love swiggy !!,0,37500,7,3,10.0,2,0.04405415423505858,0.6615285568266228,0.5921579003522358,0.002615951925904152,0.46473478904957055,0.02158724063651486,0.6,LOW,Food
33,Male,Married,Employee,More than 50000,Ph.D,5,12.998,77.6227,560005,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Important,Very Important,No,I once had damaged package from zomato and they declined to offer me refund.worst behavior !,1,60000,15,5,10.0,5,-0.048562029631685655,-0.07701428475687355,0.4062090676425084,0.007758147421842943,0.5732200580266924,0.07197362067313272,97.4,HIGH,Food
26,Female,Single,Employee,More than 50000,Graduate,3,12.998,77.6227,560005,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Yes,I'm satisfied with swiggy and their wonderful offers,0,60000,8,3,15.0,3,0.5490192675075359,0.6820182305082845,0.5084664516104895,0.009178340722469785,0.0718683138235973,0.22892371834398403,0.2,LOW,Food
22,Female,Single,Student,Below Rs.10000,Post Graduate,4,12.9343,77.6044,560029,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Sweets,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Important,Moderately Important,Important,Moderately Important,Very Important,Important,Important,Important,Yes,Nil,0,5000,4,4,15.0,4,0.8241587398021988,0.15259432672218087,0.6586162094864003,0.007978533908382997,0.37559043072747555,0.04426421660278407,0.1,LOW,Food
23,Male,Single,Student,No Income,Post Graduate,3,13.102,77.5864,560064,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,No,Nil,1,0,5,3,10.0,4,-0.1756771700172011,0.2032915293290781,0.4971069672860158,0.003563197926416669,0.5970557358534558,0.19795478762847202,12.5,LOW,Food
22,Female,Single,Student,No Income,Graduate,3,13.0158,77.539,560096,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Agree,Yes,Important,Important,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Yes,"Prices of food items differ while using different smartphones to order at the same time. So, there is no uniform pricing system in food delivery apps. But yes, they add a lot of convenience in our lives!",0,0,4,3,15.0,2,-0.3468614360095592,0.7258872086679617,0.532261145541129,0.005468889292948035,0.2957813125984087,0.17394338953432567,2.0,LOW,Food
25,Male,Married,Employee,25001 to 50000,Graduate,2,12.998,77.6227,560005,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Maybe,Important,Important,Very Important,Very Important,Moderately Important,Moderately Important,Important,Moderately Important,Yes,I'm okay ordering online for food,0,37500,7,2,15.0,4,-0.6896138842193927,-0.04470819097766848,0.4706598015345033,0.0020663132791041375,0.44169462095007195,0.17840235258323495,19.0,LOW,Food
30,Female,Married,House wife,No Income,School,5,12.998,77.6227,560005,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,No,Weekdays (Mon-Fri),30 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No,Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Yes,I love ordering candies for my children from swiggy,0,0,12,5,10.0,2,0.03031343870315073,-0.27644883836998335,0.5512751437673122,0.004776780366949578,0.042743771745675604,0.1049980713537674,0.8,LOW,Food
24,Male,Single,Student,No Income,Post Graduate,3,13.0138,77.5877,560006,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,No,I hate zomato and food panda. Poor tracking and poor customer service,1,0,6,3,10.0,5,-0.5438823285930978,-0.07942568321134175,0.36465845996275537,0.003320561703664538,0.6136750705347671,0.12882270925289255,98.1,HIGH,Food
25,Male,Single,Employee,10001 to 25000,Post Graduate,3,13.0138,77.5877,560006,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,Important,Important,Very Important,Very Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Yes,Best service is provided by swiggy,0,17500,7,3,15.0,2,-0.17460717805390558,0.28093358025725546,0.6691038304673871,0.0012845621285001079,0.03432652666660485,0.2485431414640615,0.4,LOW,Food
